product_id	sku	category_name	unit_cost	list_price	is_below_cost
10449	OAK-HIK-2967	Hiking Boots	68.02	157.99	0
10450	OAK-JAC-9200	Jackets	188.29	378.99	0
10451	OAK-CAM-2320	Camp Kitchen	26.73	54.99	0
10452	OAK-BAS-0780	Base Layers	182.04	324.99	0
10453	OAK-SLE-8080	Sleeping Bags	163.03	296.99	0
10454	OAK-HIK-6635	Hiking Boots	111.35	184.99	0
10455	OAK-TRE-6899	Trekking Poles	90.70	216.99	0
10456	OAK-TEN-6584	Tents	109.57	213.99	0
10457	OAK-BAC-3829	Backpacks	157.08	264.99	0
10458	OAK-TEN-2450	Tents	44.44	81.99	0
10459	OAK-ROP-2287	Ropes & Harnesses	85.19	176.99	0
10460	OAK-CAR-8310	Carabiners & Hardware	44.85	84.99	0
10461	OAK-TEN-2375	Tents	136.70	287.99	0
10462	OAK-NAV-4556	Navigation	86.59	156.99	0
10463	OAK-HIK-4112	Hiking Boots	176.45	405.99	0
10464	OAK-TRE-7928	Trekking Poles	123.57	202.99	0
10465	OAK-BAS-1122	Base Layers	90.62	152.99	0
10466	OAK-NAV-6851	Navigation	209.25	381.99	0
10467	OAK-SLE-9002	Sleeping Bags	16.26	35.99	0
10468	OAK-BAC-5524	Backpacks	130.69	308.99	0
10469	OAK-BAC-0935	Backpacks	17.39	40.99	0
10470	OAK-SLE-7252	Sleeping Bags	208.74	456.99	0
10471	OAK-KAY-7634	Kayaks	18.78	43.99	0
10472	OAK-CAR-3025	Carabiners & Hardware	49.34	91.99	0
10473	OAK-SKI-7296	Skis & Snowboards	95.59	194.99	0
10474	OAK-CAR-7804	Carabiners & Hardware	173.51	285.99	0
10475	OAK-TRE-3174	Trekking Poles	141.13	310.99	0
10476	OAK-CAM-2439	Camp Kitchen	178.00	293.99	0
10477	OAK-TEN-9740	Tents	237.22	457.99	0
10478	SKU260793	Sleeping Bags	232.95	374.99	0
10479	OAK-SKI-8070	Skis & Snowboards	55.83	119.99	0
10480	OAK-CAM-6190	Camp Kitchen	110.35	231.99	0
10481	OAK-TEN-7604	Tents	12.18	9.99	1
10482	OAK-ROP-1483	Ropes & Harnesses	159.03	315.99	0
10483	OAK-TRE-3449	Trekking Poles	226.54	460.99	0
10484	OAK-BAC-6380	Backpacks	84.85	199.99	0
10485	OAK-PAD-7174	Paddles & PFDs	209.53	451.99	0
10486	OAK-SKI-8330	Skis & Snowboards	194.76	445.99	0
10487	OAK-HIK-3262	Hiking Boots	90.82	72.99	1
10488	OAK-CAR-0448	Carabiners & Hardware	160.49	380.99	0
10489	OAK-PAD-9398	Paddles & PFDs	165.00	290.99	0
10490	OAK-NAV-3817	Navigation	212.47	382.99	0
10491	SKU584645	Camp Kitchen	202.92	468.99	0
10492	SKU356312	Hiking Boots	168.58	349.99	0
10493	OAK-SKI-0708	Skis & Snowboards	141.73	112.99	1
10494	OAK-PAD-0805	Paddles & PFDs	41.36	81.99	0
10495	OAK-TRE-9587	Trekking Poles	211.38	357.99	0
10496	OAK-KAY-9766	Kayaks	132.34	311.99	0
10497	OAK-TRA-0055	Trail Runners	36.23	68.99	0
10498	OAK-WAT-9972	Water Bottles	20.92	37.99	0
10499	SKU636087	Carabiners & Hardware	200.91	372.99	0
10500	OAK-SLE-8431	Sleeping Bags	52.86	98.99	0
10501	OAK-HIK-1371	Hiking Boots	8.06	17.99	0
10502	OAK-JAC-8381	Jackets	143.76	318.99	0
10503	SKU884583	Jackets	200.72	358.99	0
10504	OAK-TEN-7821	Tents	202.66	480.99	0
10505	OAK-TRA-8214	Trail Runners	197.97	157.99	1
10506	OAK-PAD-5314	Paddles & PFDs	45.82	84.99	0
10507	OAK-NAV-1943	Navigation	192.78	331.99	0
10508	OAK-BAS-7559	Base Layers	180.02	331.99	0
10509	OAK-TRA-3013	Trail Runners	186.99	407.99	0
10510	OAK-NAV-6769	Navigation	81.81	188.99	0
10511	SKU684892	Trail Runners	101.85	171.99	0
10512	OAK-BAS-4386	Base Layers	96.80	177.99	0
10513	OAK-PAD-4406	Paddles & PFDs	120.79	268.99	0
10514	OAK-SLE-6117	Sleeping Bags	46.76	110.99	0
10515	OAK-HIK-6793	Hiking Boots	15.16	35.99	0
10516	OAK-PAD-2942	Paddles & PFDs	14.51	31.99	0
10517	OAK-NAV-0920	Navigation	78.65	152.99	0
10518	OAK-ROP-5559	Ropes & Harnesses	149.53	266.99	0
10519	OAK-BAS-8595	Base Layers	162.67	320.99	0
10520	SKU453852	Trail Runners	44.81	94.99	0
10521	SKU319902	Skis & Snowboards	219.20	429.99	0
10522	OAK-ROP-6998	Ropes & Harnesses	137.41	312.99	0
10523	OAK-CAR-4866	Carabiners & Hardware	164.27	281.99	0
10524	SKU199612	Kayaks	184.11	364.99	0
10525	OAK-KAY-9897	Kayaks	220.11	358.99	0
10526	OAK-ROP-1632	Ropes & Harnesses	66.72	112.99	0
10527	OAK-NAV-2228	Navigation	140.75	227.99	0
10528	OAK-PAD-6274	Paddles & PFDs	17.77	37.99	0
10529	OAK-TRE-4702	Trekking Poles	237.40	468.99	0
10530	OAK-JAC-1326	Jackets	58.74	106.99	0
10531	OAK-NAV-9513	Navigation	238.32	457.99	0
10532	OAK-PAD-5215	Paddles & PFDs	89.37	164.99	0
10533	OAK-BAC-3319	Backpacks	104.44	209.99	0
10534	OAK-NAV-3056	Navigation	88.41	143.99	0
10535	SKU702421	Trail Runners	232.28	429.99	0
10536	OAK-BAS-6059	Base Layers	16.18	31.99	0
10537	OAK-TRE-6042	Trekking Poles	16.37	28.99	0
10538	OAK-BAC-9220	Backpacks	190.70	453.99	0
10539	OAK-TRE-6755	Trekking Poles	126.15	225.99	0
10540	SKU001186	Navigation	138.40	231.99	0
10541	OAK-CAR-5017	Carabiners & Hardware	208.85	397.99	0
10542	OAK-BAC-4334	Backpacks	231.90	483.99	0
10543	OAK-BAS-0299	Base Layers	111.39	205.99	0
10544	OAK-PAD-7277	Paddles & PFDs	43.30	71.99	0
10545	OAK-TEN-1796	Tents	163.23	272.99	0
10546	SKU762150	Tents	116.83	92.99	1
10547	OAK-BAS-6184	Base Layers	211.83	400.99	0
10548	SKU330403	Sleeping Bags	177.37	324.99	0
10549	OAK-PAD-0728	Paddles & PFDs	200.82	473.99	0
10550	OAK-BAC-0639	Backpacks	78.87	176.99	0
10551	OAK-BAC-1879	Backpacks	123.13	274.99	0
10552	OAK-HIK-4581	Hiking Boots	22.37	48.99	0
10553	OAK-CAR-2247	Carabiners & Hardware	118.65	238.99	0
10554	OAK-KAY-0123	Kayaks	209.72	363.99	0
10555	OAK-TRE-8794	Trekking Poles	172.57	388.99	0
10556	OAK-CAM-3305	Camp Kitchen	121.23	266.99	0
10557	OAK-ROP-1531	Ropes & Harnesses	187.66	401.99	0
10558	SKU027778	Jackets	125.80	100.99	1
10559	OAK-NAV-8008	Navigation	99.52	229.99	0
10560	OAK-SKI-0329	Skis & Snowboards	163.01	336.99	0
10561	OAK-JAC-6953	Jackets	154.69	247.99	0
10562	OAK-SLE-1657	Sleeping Bags	70.41	160.99	0
10563	OAK-ROP-7487	Ropes & Harnesses	189.00	337.99	0
10564	OAK-SKI-8573	Skis & Snowboards	199.68	362.99	0
10565	OAK-CAR-7339	Carabiners & Hardware	117.22	221.99	0
10566	SKU874186	Trekking Poles	96.35	164.99	0
10567	OAK-SKI-2994	Skis & Snowboards	25.29	51.99	0
10568	OAK-HIK-4995	Hiking Boots	109.11	216.99	0
10569	OAK-JAC-6293	Jackets	5.65	9.99	0
10570	OAK-ROP-9973	Ropes & Harnesses	86.11	201.99	0
10571	OAK-SKI-5908	Skis & Snowboards	42.26	69.99	0
10572	OAK-WAT-3673	Water Bottles	45.98	100.99	0
10573	OAK-ROP-9454	Ropes & Harnesses	153.79	275.99	0
10574	OAK-WAT-2515	Water Bottles	73.46	136.99	0
10575	OAK-PAD-2934	Paddles & PFDs	145.40	341.99	0
10576	OAK-KAY-0378	Kayaks	231.73	401.99	0
10577	OAK-TRE-5295	Trekking Poles	137.80	283.99	0
10578	OAK-HIK-3961	Hiking Boots	79.80	130.99	0
10579	OAK-SKI-1994	Skis & Snowboards	162.62	349.99	0
10580	OAK-CAM-8441	Camp Kitchen	150.35	251.99	0
10581	OAK-CAM-7468	Camp Kitchen	193.98	395.99	0
10582	OAK-BAS-6935	Base Layers	125.31	285.99	0
10583	SKU220194	Ropes & Harnesses	54.18	100.99	0
10584	OAK-TRA-4282	Trail Runners	14.91	25.99	0
10585	OAK-SKI-7349	Skis & Snowboards	74.75	158.99	0
10586	OAK-CAM-5789	Camp Kitchen	204.55	486.99	0
10587	OAK-PAD-5934	Paddles & PFDs	128.30	211.99	0
10588	OAK-SLE-2566	Sleeping Bags	94.41	151.99	0
10589	OAK-PAD-2140	Paddles & PFDs	156.75	336.99	0
10590	OAK-CAM-1627	Camp Kitchen	70.62	112.99	0
10591	OAK-TRA-3823	Trail Runners	134.34	258.99	0
10592	OAK-BAC-8217	Backpacks	212.86	462.99	0
10593	OAK-CAM-1643	Camp Kitchen	19.32	38.99	0
10594	OAK-TEN-3066	Tents	77.64	132.99	0
10595	OAK-KAY-7407	Kayaks	47.01	106.99	0
10596	OAK-BAS-5573	Base Layers	228.67	393.99	0
10597	OAK-NAV-1002	Navigation	120.29	287.99	0
10598	OAK-NAV-4591	Navigation	194.48	452.99	0
10599	OAK-TRE-6015	Trekking Poles	236.08	405.99	0
10600	OAK-TRE-4640	Trekking Poles	72.06	145.99	0
10601	OAK-KAY-2090	Kayaks	78.46	173.99	0
10602	OAK-WAT-2024	Water Bottles	7.93	14.99	0
10603	OAK-BAS-5650	Base Layers	163.44	314.99	0
10604	OAK-SKI-8528	Skis & Snowboards	36.56	75.99	0
10605	OAK-JAC-6818	Jackets	107.97	186.99	0
10606	OAK-NAV-9262	Navigation	106.33	231.99	0
10607	OAK-TRE-8788	Trekking Poles	233.28	464.99	0
10608	OAK-JAC-8625	Jackets	95.78	226.99	0
10609	OAK-TRA-6223	Trail Runners	217.64	406.99	0
10610	OAK-BAC-5248	Backpacks	199.48	477.99	0
10611	OAK-BAC-0590	Backpacks	213.20	468.99	0
10612	OAK-TRE-3415	Trekking Poles	212.41	350.99	0
10613	OAK-JAC-3742	Jackets	120.76	254.99	0
10614	OAK-BAS-7290	Base Layers	17.99	36.99	0
10615	SKU270422	Water Bottles	129.40	236.99	0
10616	OAK-JAC-7497	Jackets	181.51	403.99	0
10617	OAK-TRE-8012	Trekking Poles	150.16	294.99	0
10618	SKU675208	Navigation	105.37	250.99	0
10619	OAK-CAM-6913	Camp Kitchen	157.09	369.99	0
10620	OAK-ROP-9519	Ropes & Harnesses	161.06	290.99	0
10621	OAK-CAM-9341	Camp Kitchen	207.81	443.99	0
10622	OAK-SKI-3986	Skis & Snowboards	131.39	247.99	0
10623	OAK-BAS-2621	Base Layers	115.72	264.99	0
10624	SKU789247	Sleeping Bags	89.55	150.99	0
10625	OAK-TRE-3212	Trekking Poles	177.95	357.99	0
10626	OAK-TRE-7219	Trekking Poles	133.49	263.99	0
10627	OAK-TRA-5408	Trail Runners	87.18	157.99	0
10628	OAK-BAC-6265	Backpacks	42.59	69.99	0
10629	OAK-WAT-0263	Water Bottles	64.73	122.99	0
10630	OAK-TRE-7119	Trekking Poles	234.32	399.99	0
10631	OAK-SKI-3048	Skis & Snowboards	80.54	148.99	0
10632	OAK-TEN-5970	Tents	91.25	160.99	0
10633	OAK-KAY-8122	Kayaks	188.96	407.99	0
10634	OAK-WAT-7028	Water Bottles	32.63	67.99	0
10635	OAK-ROP-5491	Ropes & Harnesses	158.41	339.99	0
10636	OAK-CAM-7936	Camp Kitchen	170.18	287.99	0
10637	OAK-CAR-8618	Carabiners & Hardware	129.21	257.99	0
10638	OAK-JAC-0867	Jackets	194.38	448.99	0
10639	OAK-PAD-8637	Paddles & PFDs	101.01	196.99	0
10640	OAK-NAV-6190	Navigation	157.35	257.99	0
10641	OAK-ROP-4483	Ropes & Harnesses	75.22	149.99	0
10642	OAK-HIK-0986	Hiking Boots	37.40	76.99	0
10643	OAK-KAY-9357	Kayaks	206.94	359.99	0
10644	OAK-PAD-0535	Paddles & PFDs	107.80	179.99	0
10645	OAK-NAV-4597	Navigation	26.10	57.99	0
10646	OAK-BAC-6973	Backpacks	28.84	47.99	0
10647	OAK-BAC-5162	Backpacks	31.12	55.99	0
10648	OAK-TEN-9363	Tents	108.92	243.99	0
10649	OAK-CAM-4167	Camp Kitchen	5.62	9.99	0
10650	OAK-SLE-8470	Sleeping Bags	82.65	182.99	0
10651	OAK-PAD-3014	Paddles & PFDs	51.07	84.99	0
10652	OAK-BAS-2243	Base Layers	234.74	427.99	0
10653	SKU632553	Navigation	123.17	251.99	0
10654	OAK-ROP-2462	Ropes & Harnesses	217.85	489.99	0
10655	SKU412437	Sleeping Bags	49.43	92.99	0
10656	OAK-CAR-1345	Carabiners & Hardware	48.09	112.99	0
10657	OAK-CAR-3652	Carabiners & Hardware	74.20	130.99	0
10658	OAK-NAV-2903	Navigation	162.62	283.99	0
10659	OAK-NAV-2421	Navigation	133.58	224.99	0
10660	SKU220627	Camp Kitchen	24.78	49.99	0
10661	OAK-SLE-3751	Sleeping Bags	82.47	164.99	0
10662	OAK-SKI-8862	Skis & Snowboards	113.03	250.99	0
10663	OAK-NAV-7712	Navigation	55.76	90.99	0
10664	OAK-PAD-4695	Paddles & PFDs	201.78	346.99	0
10665	OAK-BAS-1245	Base Layers	185.33	368.99	0
10666	OAK-SLE-4123	Sleeping Bags	181.30	328.99	0
10667	OAK-NAV-2398	Navigation	65.41	118.99	0
10668	OAK-TRA-9050	Trail Runners	54.75	100.99	0
10669	OAK-SLE-9743	Sleeping Bags	99.89	184.99	0
10670	OAK-JAC-6204	Jackets	10.88	17.99	0
10671	OAK-KAY-8780	Kayaks	16.07	31.99	0
10672	OAK-SKI-7336	Skis & Snowboards	59.66	114.99	0
10673	OAK-CAR-3090	Carabiners & Hardware	29.68	59.99	0
10674	OAK-WAT-0566	Water Bottles	20.69	43.99	0
10675	OAK-BAC-0454	Backpacks	161.15	277.99	0
10676	OAK-ROP-0113	Ropes & Harnesses	33.22	59.99	0
10677	OAK-ROP-3660	Ropes & Harnesses	112.17	89.99	1
10678	OAK-CAM-9756	Camp Kitchen	197.75	380.99	0
10679	OAK-SKI-8312	Skis & Snowboards	63.94	128.99	0
10680	OAK-SKI-8819	Skis & Snowboards	186.75	433.99	0
10681	OAK-BAC-3798	Backpacks	238.25	382.99	0
10682	OAK-SLE-1542	Sleeping Bags	133.46	265.99	0
10683	OAK-BAC-9532	Backpacks	164.50	379.99	0
10684	OAK-SKI-7099	Skis & Snowboards	167.54	280.99	0
10685	OAK-CAM-6885	Camp Kitchen	96.49	201.99	0
10686	OAK-WAT-6369	Water Bottles	123.39	273.99	0
10687	OAK-BAS-7357	Base Layers	198.46	407.99	0
10688	SKU747094	Trail Runners	136.57	319.99	0
10689	OAK-HIK-4290	Hiking Boots	230.99	407.99	0
10690	OAK-JAC-2670	Jackets	26.10	45.99	0
10691	OAK-SLE-3723	Sleeping Bags	125.87	271.99	0
10692	OAK-BAC-2358	Backpacks	182.99	367.99	0
10693	OAK-ROP-0725	Ropes & Harnesses	152.47	246.99	0
10694	OAK-SKI-7365	Skis & Snowboards	35.13	64.99	0
10695	OAK-JAC-9279	Jackets	109.23	204.99	0
10696	OAK-CAR-5875	Carabiners & Hardware	123.96	266.99	0
10697	SKU743466	Ropes & Harnesses	212.28	437.99	0
10698	OAK-WAT-1800	Water Bottles	126.82	224.99	0
10699	OAK-BAS-3436	Base Layers	120.21	243.99	0
10700	SKU966149	Hiking Boots	22.92	37.99	0
10701	OAK-TRE-8442	Trekking Poles	93.13	221.99	0
10702	OAK-WAT-5402	Water Bottles	32.68	67.99	0
10703	OAK-NAV-9429	Navigation	105.41	171.99	0
10704	OAK-KAY-3890	Kayaks	73.90	158.99	0
10705	OAK-JAC-4295	Jackets	195.73	373.99	0
10706	OAK-KAY-1805	Kayaks	128.70	275.99	0
10707	OAK-TRA-9690	Trail Runners	211.57	471.99	0
10708	OAK-BAS-6707	Base Layers	209.50	458.99	0
10709	OAK-BAS-7473	Base Layers	221.67	513.99	0
10710	OAK-HIK-0389	Hiking Boots	200.19	467.99	0
10711	OAK-ROP-9959	Ropes & Harnesses	67.61	142.99	0
10712	OAK-TRA-0464	Trail Runners	55.04	92.99	0
10713	OAK-KAY-0662	Kayaks	23.84	44.99	0
10714	OAK-HIK-2661	Hiking Boots	130.29	298.99	0
10715	OAK-BAS-2234	Base Layers	194.06	358.99	0
10716	OAK-TRA-3075	Trail Runners	140.34	290.99	0
10717	OAK-PAD-8906	Paddles & PFDs	7.50	16.99	0
10718	OAK-KAY-9470	Kayaks	87.67	149.99	0
10719	OAK-CAM-0199	Camp Kitchen	24.03	52.99	0
10720	OAK-KAY-7203	Kayaks	127.15	285.99	0
10721	OAK-CAR-7448	Carabiners & Hardware	100.39	165.99	0
10722	OAK-ROP-5498	Ropes & Harnesses	70.71	141.99	0
10723	OAK-KAY-6828	Kayaks	239.57	413.99	0
10724	OAK-BAC-6112	Backpacks	198.04	466.99	0
10725	OAK-TEN-3308	Tents	164.49	349.99	0
10726	OAK-KAY-4310	Kayaks	76.87	182.99	0
10727	OAK-KAY-9390	Kayaks	60.67	139.99	0
10728	SKU488977	Backpacks	74.69	128.99	0
10729	OAK-ROP-8315	Ropes & Harnesses	104.45	236.99	0
10730	OAK-ROP-3828	Ropes & Harnesses	179.03	299.99	0
10731	OAK-BAC-6445	Backpacks	184.38	357.99	0
10732	OAK-WAT-0419	Water Bottles	200.70	375.99	0
10733	OAK-WAT-1213	Water Bottles	27.60	46.99	0
10734	OAK-NAV-5949	Navigation	108.08	190.99	0
10735	OAK-KAY-6034	Kayaks	39.97	93.99	0
10736	OAK-CAM-6326	Camp Kitchen	22.48	41.99	0
10737	OAK-CAR-0522	Carabiners & Hardware	128.51	213.99	0
10738	OAK-BAC-0791	Backpacks	39.39	31.99	1
10739	OAK-TRA-2145	Trail Runners	54.38	94.99	0
10740	OAK-CAR-3980	Carabiners & Hardware	158.05	316.99	0
10741	OAK-NAV-8166	Navigation	137.88	300.99	0
10742	OAK-BAC-9174	Backpacks	9.99	19.99	0
10743	OAK-KAY-8900	Kayaks	85.27	165.99	0
10744	OAK-NAV-6609	Navigation	107.91	213.99	0
10745	OAK-NAV-5110	Navigation	163.36	321.99	0
10746	OAK-TRA-7598	Trail Runners	134.37	256.99	0
10747	OAK-WAT-6971	Water Bottles	181.22	321.99	0
10748	OAK-PAD-1722	Paddles & PFDs	201.03	411.99	0
10749	OAK-KAY-1370	Kayaks	212.08	430.99	0
10750	OAK-SKI-5032	Skis & Snowboards	54.84	90.99	0
10751	OAK-HIK-0231	Hiking Boots	163.44	358.99	0
10752	SKU062397	Trekking Poles	57.81	117.99	0
10753	SKU789386	Hiking Boots	21.83	38.99	0
10754	OAK-SKI-4302	Skis & Snowboards	128.49	233.99	0
10755	OAK-TEN-9116	Tents	72.16	168.99	0
10756	OAK-NAV-3734	Navigation	156.61	292.99	0
10757	OAK-TRA-0189	Trail Runners	213.73	458.99	0
10758	OAK-TEN-6684	Tents	179.38	363.99	0
10759	OAK-JAC-8151	Jackets	73.34	122.99	0
10760	OAK-TRE-7468	Trekking Poles	20.55	40.99	0
10761	OAK-CAM-3370	Camp Kitchen	197.22	364.99	0
10762	OAK-KAY-1145	Kayaks	34.19	71.99	0
10763	OAK-WAT-1573	Water Bottles	238.16	424.99	0
10764	OAK-TEN-2083	Tents	178.05	342.99	0
10765	OAK-TRA-9216	Trail Runners	216.47	505.99	0
10766	OAK-SLE-5088	Sleeping Bags	20.41	41.99	0
10767	OAK-KAY-0775	Kayaks	16.98	36.99	0
10768	OAK-SLE-1210	Sleeping Bags	32.86	54.99	0
10769	OAK-SLE-3306	Sleeping Bags	194.94	365.99	0
10770	OAK-ROP-4657	Ropes & Harnesses	120.93	240.99	0
10771	OAK-CAM-0310	Camp Kitchen	212.22	464.99	0
10772	OAK-SLE-1795	Sleeping Bags	50.72	97.99	0
10773	SKU279383	Camp Kitchen	223.57	497.99	0
10774	OAK-BAC-8704	Backpacks	216.87	467.99	0
10775	OAK-HIK-3563	Hiking Boots	124.42	232.99	0
10776	OAK-WAT-0243	Water Bottles	47.06	74.99	0
10777	SKU709038	Backpacks	196.03	426.99	0
10778	OAK-TEN-3868	Tents	166.38	382.99	0
10779	SKU069869	Water Bottles	146.40	268.99	0
10780	OAK-CAM-3278	Camp Kitchen	39.77	88.99	0
10781	OAK-HIK-2639	Hiking Boots	93.31	206.99	0
10782	OAK-SKI-7159	Skis & Snowboards	182.49	359.99	0
10783	OAK-BAC-7196	Backpacks	122.56	256.99	0
10784	OAK-ROP-1235	Ropes & Harnesses	43.44	97.99	0
10785	OAK-TEN-7614	Tents	140.70	229.99	0
10786	OAK-TEN-7171	Tents	64.78	153.99	0
10787	OAK-TEN-3211	Tents	78.86	173.99	0
10788	OAK-BAS-3792	Base Layers	55.00	112.99	0
10789	SKU358543	Trail Runners	190.76	410.99	0
10790	OAK-NAV-5657	Navigation	219.89	382.99	0
10791	OAK-JAC-8669	Jackets	37.53	83.99	0
10792	OAK-WAT-8406	Water Bottles	188.88	325.99	0
10793	OAK-TRA-9981	Trail Runners	152.46	250.99	0
10794	SKU061750	Base Layers	26.09	44.99	0
10795	OAK-PAD-0908	Paddles & PFDs	224.71	411.99	0
10796	OAK-PAD-9436	Paddles & PFDs	122.89	283.99	0
10797	OAK-PAD-2354	Paddles & PFDs	150.60	322.99	0
10798	OAK-BAC-7039	Backpacks	44.52	99.99	0
10799	OAK-TRA-5543	Trail Runners	194.42	440.99	0
10800	OAK-ROP-9069	Ropes & Harnesses	160.89	271.99	0
10801	OAK-PAD-4416	Paddles & PFDs	18.38	41.99	0
10802	OAK-ROP-9586	Ropes & Harnesses	152.68	333.99	0
10803	SKU337433	Ropes & Harnesses	103.89	174.99	0
10804	OAK-PAD-0020	Paddles & PFDs	229.05	453.99	0
10805	OAK-PAD-0463	Paddles & PFDs	102.10	180.99	0
10806	OAK-WAT-0382	Water Bottles	80.84	189.99	0
10807	OAK-WAT-8247	Water Bottles	137.11	265.99	0
10808	OAK-PAD-2235	Paddles & PFDs	46.64	92.99	0
10809	OAK-KAY-3954	Kayaks	78.02	157.99	0
10810	OAK-SLE-4672	Sleeping Bags	195.74	426.99	0
10811	OAK-TEN-6506	Tents	165.53	288.99	0
10812	OAK-SLE-4550	Sleeping Bags	216.69	504.99	0
10813	OAK-WAT-6619	Water Bottles	132.85	246.99	0
10814	SKU656247	Carabiners & Hardware	97.18	155.99	0
10815	OAK-TEN-4887	Tents	81.97	155.99	0
10816	OAK-CAR-8087	Carabiners & Hardware	183.06	323.99	0
10817	OAK-NAV-2682	Navigation	26.15	46.99	0
10818	OAK-TRE-4561	Trekking Poles	227.32	376.99	0
10819	OAK-SLE-9926	Sleeping Bags	180.43	412.99	0
10820	OAK-CAM-0684	Camp Kitchen	133.91	314.99	0
10821	OAK-KAY-8130	Kayaks	184.26	337.99	0
10822	OAK-SKI-3197	Skis & Snowboards	32.82	72.99	0
10823	OAK-NAV-5404	Navigation	232.38	545.99	0
10824	OAK-JAC-0732	Jackets	54.81	112.99	0
10825	OAK-TRE-6488	Trekking Poles	17.91	31.99	0
10826	SKU717153	Hiking Boots	223.30	497.99	0
10827	OAK-JAC-5049	Jackets	177.64	322.99	0
10828	OAK-TEN-0616	Tents	157.60	289.99	0
10829	SKU275175	Camp Kitchen	138.03	243.99	0
10830	OAK-BAC-7917	Backpacks	25.84	53.99	0
10831	OAK-BAS-6307	Base Layers	191.62	416.99	0
10832	OAK-TRA-9557	Trail Runners	211.56	357.99	0
10833	OAK-JAC-9853	Jackets	13.03	21.99	0
10834	OAK-ROP-3814	Ropes & Harnesses	36.80	59.99	0
10835	OAK-SKI-1204	Skis & Snowboards	45.00	85.99	0
10836	OAK-HIK-0001	Hiking Boots	191.28	393.99	0
10837	SKU765966	Carabiners & Hardware	137.21	245.99	0
10838	OAK-TRE-0391	Trekking Poles	184.75	406.99	0
10839	OAK-SLE-3667	Sleeping Bags	12.86	28.99	0
10840	OAK-HIK-8016	Hiking Boots	151.84	334.99	0
10841	OAK-ROP-9456	Ropes & Harnesses	52.37	41.99	1
10842	OAK-BAC-1706	Backpacks	215.54	408.99	0
10843	OAK-TRA-5290	Trail Runners	213.67	483.99	0
10844	OAK-CAM-2520	Camp Kitchen	145.35	332.99	0
10845	OAK-SKI-4845	Skis & Snowboards	147.67	264.99	0
10846	OAK-TEN-9483	Tents	230.63	477.99	0
10847	OAK-TRE-1303	Trekking Poles	159.76	358.99	0
10848	OAK-HIK-6938	Hiking Boots	205.06	339.99	0
10849	OAK-CAM-2722	Camp Kitchen	177.63	409.99	0
10850	OAK-WAT-5111	Water Bottles	104.77	200.99	0
